,0
Whirlpool stainless steel refrigerator,1
Whirlpool Black oven,1
Pantene PRO V shampoo,1
Pantene PRO V conditioner,1
Various Kirkland conditioner,1
Pantene and many others shampoo,1
Head & Shoulders,1
and many others. conditioner,1
Viking profession stainless steel oven,1
Free carport on premises \u2013 25 spaces,1
Viking Professional stainless steel gas stove,1
Fast wifi \u2013 411 Mbps,1
Sony Sound bar Bluetooth sound system,1
Fragrance Free Ginger Lily Farms  body soap,1
Head and Shoulders 2 in 1 Conditioner and  shampoo,1
Head and Shoulders 2 in 1 Shampoo and  conditioner,1
Whirlpool 5.1 cu ft stainless steel gas stove,1
Whirlpool 18 cu ft refrigerator,1
"72\"" HDTV with standard cable",1
Tre semme conditioner,1
Fast wifi \u2013 908 Mbps,1
Portable Stove electric stove,1
Wifi \u2013 4 Mbps,1
L'occitane body soap,1
Kiehl's conditioner,1
Bodywash body soap,1
MUSK JASMINE conditioner,1
MUSK JASMINE shampoo,1
FLOR DE MAN FRESH MILK body soap,1
Small,1
in guest room refrigerator,1
Off brand sound system with aux,1
and others body soap,1
Various. Dove,1
Dr Bronners,1
Various Kirkland shampoo,1
Ginger lily farms  conditioner,1
Fast wifi \u2013 703 Mbps,1
"26\"" TV with premium cable",1
H20 body soap,1
H20 conditioner,1
IHOME sound system with Bluetooth and aux,1
"22\"" HDTV with Apple TV",1
Dr woods  body soap,1
SAMSUNG single oven,1
KITCHENAID refrigerator,1
Inside the Main house  stainless steel gas stove,1
Full size gas stainless steel stove,1
Kitchenaid - Mini Fridge. No freezer but good size 24 inches refrigerator,1
Jenn Air - 2 burner stove top stainless steel gas stove,1
Fast wifi \u2013 155 Mbps,1
Dove body wash & mens body soap too body soap,1
Hempz  conditioner,1
Axe,1
Essential Oils  shampoo,1
Essential Oils  conditioner,1
Essential Oils  body soap,1
Fast wifi \u2013 827 Mbps,1
Redken conditioner,1
Redken shampoo,1
Amazon alexa Bluetooth sound system,1
Pantene and other brands shampoo,1
Aesop  shampoo,1
Toster Ovan  electric stove,1
Off brand body soap,1
Off brand shampoo,1
Off brand conditioner,1
"75\"" TV with Hulu",1
Room comes with a Whirlpool Mini Fridge with Freezer  refrigerator,1
Bose blue tooth speaker sound system,1
Meile stainless steel gas stove,1
Non chemical herbal wash body soap,1
Meile stainless steel oven,1
Nonchemical Aloe Organic shampoo,1
Non Chemical Aloe Organic conditioner,1
Eco Soap and Shampoo body soap,1
ILVE stainless steel oven,1
Luxury brands  body soap,1
ILVE stainless steel gas stove,1
Gas stovetop with 4 burners gas stove,1
Brown gas oven includes a bottom broiler oven,1
Standard Whirlpool fridge with freezer on top.  Ice maker is currently not connected to a water source. refrigerator,1
Fast wifi \u2013 613 Mbps,1
IKEA electric stove,1
Regular  shampoo,1
Regular  conditioner,1
Google Nest Speaker Bluetooth sound system,1
Body wash in showers body soap,1
Free residential garage on premises \u2013 5 spaces,1
Miele stove,1
Frigidaire Gallery stainless steel gas stove,1
Neutrogena and Dial Basic body soap,1
Bose Surround Sound Bluetooth sound system,1
Head & Shoulders body soap,1
and formaldehyde-sourced chemicals.. conditioner,1
and formaldehyde-sourced chemicals.. body soap,1
Kemore refrigerator,1
Sample-size shampoo,1
Sungsum  refrigerator,1
\u7f8e\u56fd\u724c\u5b50 conditioner,1
\u7f8e\u56fd\u724c\u5b50 oven,1
\u7f8e\u56fd\u724c\u5b50 shampoo,1
\u7f8e\u56fd\u724c\u5b50 body soap,1
Olay Bath Soap body soap,1
Yajie shampoo,1
Trader Joe's Tea Tree body soap,1
Public good conditioner,1
Everyone  shampoo,1
White apartment size-4 burners oven,1
Hot Plate  stove,1
Mini oven  stainless steel oven,1
Full-sized refrigerator,1
not tested on animals body soap,1
not tested on animals shampoo,1
Full-sized oven range and gas stove single oven,1
Fridge freezer,1
but freezer compartment is small.  refrigerator,1
I have a tiny portable bluetooth speaker that I have in the unit for use. sound system with Bluetooth and aux,1
Dr Bronners (organic) body soap,1
Luxury body soap,1
Olay Boby Wash body soap,1
Home sonos Bluetooth sound system,1
"54\"" HDTV with Apple TV",1
phthalates or sodium laureth sulfate) conditioner,1
Whole Foods 365 Shower Gel (No animal ingredients,1
phthalates or sodium laureth sulfate) body soap,1
phthalates or sodium laureth sulfate) shampoo,1
Pump bottle  body soap,1
Fast wifi \u2013 418 Mbps,1
Fast wifi \u2013 305 Mbps,1
KitchenAid stove,1
Whirlpool 4 burner Gas stove stainless steel oven,1
Ecco body soap,1
Kenmore SIDE BY SIDE refrigerator  refrigerator,1
Whirlpool gas stove stainless steel stove,1
"110\"" TV with Amazon Prime Video",1
"41\"" HDTV with Roku",1
Argon oil shampoo,1
Argon oil conditioner,1
"25\"" TV with Amazon Prime Video",1
Danby stainless steel oven,1
2 Burner cook top stainless steel electric stove,1
Black and Decker Airfryer toaster oven stainless steel single oven,1
Malin and Goetz /or Aesop body soap,1
Small porcelain vintage oven,1
Dr. Bronner's magic soap body soap,1
"72\"" HDTV with Disney+",1
Bed head conditioner,1
Ge stainless steel stove,1
"80\"" HDTV with Hulu",1
Random  oven,1
"14\"" TV with Netflix",1
Everyone soap body soap,1
Olay Plus body soap,1
Ginger Lily Farms Botanical Zero Derm 100% Vegan shampoo,1
Ginger Lily Farms Botanical Zero Derm 100% Vegan conditioner,1
Ginger Lily Farms Botanical Zero Derm 100% Vegan body soap,1
Tea tree conditioner,1
Tea tree shampoo,1
"83\"" HDTV with Netflix",1
"32\"" TV with DVD player",1
Portable stove top by CUSIMAX stainless steel electric stove,1
New  stove,1
Samsung dual gas oven  oven,1
Bluefire Hotel Supply body soap,1
Bluefire Hotel Supply shampoo,1
Bluefire Hotel Supply conditioner,1
"35\"" HDTV with Roku",1
Kiehl\u2019s Amino Acid Conditioner conditioner,1
Kiehl\u2019s Grapefruit Body Cleanser body soap,1
True Induction cooktop (no stove) induction stove,1
Sonos Arc TV Soundbar,1
Subwoofer & Play One Surrounds sound system,1
Sub Zero Undercounter Fridge with Ice Maker & Freezer refrigerator,1
Kiehl\u2019s Amino Acid Shampoo shampoo,1
Fast wifi \u2013 804 Mbps,1
Vintage gas stove,1
Blaupunkt sound system with Bluetooth and aux,1
C.O. Bigelow conditioner,1
Tresume shampoo,1
Paid parking on premises \u2013 6 spaces,1
Yamaha  sound system,1
Fast wifi \u2013 547 Mbps,1
Harman & Kardon Bluetooth sound system,1
Air fryer oven,1
Game console: Nintendo Switch and Xbox Series X,1
Bluetooth speaker \ud83d\udd08 in the downstairs bathroom  Bluetooth sound system,1
No water filter or ice maker in refrigerator. refrigerator,1
"33\"" HDTV with Netflix",1
Vary shampoo,1
Paid parking garage on premises \u2013 7 spaces,1
LGE refrigerator,1
KIEHLS conditioner,1
Merrick induction stove,1
For sensitive skin body soap,1
Frescent body soap,1
"28\"" HDTV with Apple TV",1
3 in one,1
shower gel body soap,1
Apartment size with freezer refrigerator,1
Small in-suite fridge refrigerator,1
Pro -v shampoo,1
Paid parking lot on premises \u2013 3 spaces,1
Essentials  body soap,1
N/a stainless steel single oven,1
Jenn-Air with Filtered Water refrigerator,1
"27\"" HDTV with premium cable",1
"86\"" HDTV with standard cable",1
Dr. Bonners  or Trader Joes  body soap,1
Sony sound system,1
Vintage oven,1
Public Goods and Whole Foods brand conditioner,1
Public Good and Whole Foods brand shampoo,1
Public Goods and Whole Foods brand body soap,1
Bosch oven,1
Bosch stove,1
Full size whirlpool white fridge in garage with a freezer  refrigerator,1
Migali Commercial refrigerator,1
L'Oreal conditioner,1
L'Oreal shampoo,1
"20\"" HDTV with Apple TV",1
Fast wifi \u2013 814 Mbps,1
Bvlgari body soap,1
Living Proof shampoo,1
Bose plus Harmon & Kardon sound system with Bluetooth and aux,1
Bvlgari conditioner,1
Sonos & alexa Bluetooth sound system,1
Gas,1
frigidaire stainless steel oven,1
Frigdaire oven,1
Brand new 2022 glass stove top and hood vent.  electric stove,1
Japanese brand conditioner,1
Japanese brand body soap,1
Japanese brand  shampoo,1
Large Fridge - not a mini fridge refrigerator,1
Fast wifi \u2013 153 Mbps,1
Dr. Bronner all Purpose Castile Soap body soap,1
Dr. Bronner all Purpose Liquid Soap shampoo,1
LG French doors refrigerator,1
Trader Joe's Tree Tea Tingle conditioner,1
Fast wifi \u2013 251 Mbps,1
Liquid Body wash  body soap,1
Citrus  shampoo,1
Moisturizing Conditioner conditioner,1
Liquid dove  body soap,1
"53\"" HDTV",1
TJ  body soap,1
Micro wave and toaster over oven,1
"33\"" TV with Roku",1
Small counter-top toaster oven oven,1
Yes Conditioners to chose  conditioner,1
Bronner's Peppermint Sugar Soap body soap,1
"51\"" HDTV with Roku",1
Fast wifi \u2013 709 Mbps,1
Side by side with water and ice maker refrigerator,1
Harman  Bluetooth sound system,1
Trader Joe\u2019s  shampoo,1
Vikings  refrigerator,1
Vikings  stainless steel gas stove,1
Vikings stainless steel oven,1
Dove Liquid Body Wash body soap,1
Bose Soundbar sound system,1
Ge gas stove,1
Ge oven,1
Dove and Kirkland body soap,1
Trader Joe's Tree Tea Tingle shampoo,1
"19\"" HDTV with Amazon Prime Video",1
Meile oven,1
Bed bath & Beyond products body soap,1
Kitchen aid gas stove,1
Gas kitchen aid stainless steel oven,1
O' Keefe and Merrit oven,1
FRIGIDAIRE stainless steel oven,1
FRIGIDAIRE stainless steel gas stove,1
"7\"" HDTV with Netflix",1
Amazon Echo,1
Amazon Echo Dot Bluetooth sound system,1
Esa Collection  body soap,1
Esa Collection shampoo,1
Esa Collection conditioner,1
Herbal Essences  conditioner,1
Fast wifi \u2013 828 Mbps,1
"72\"" TV with Roku",1
Multiple  conditioner,1
Multiple  body soap,1
Room Essentials shampoo,1
Room Essentials conditioner,1
Essentials body soap,1
Dove and more body soap,1
Terra Pure Green Tea Organic  body soap,1
Bose Portable Speaker Bluetooth sound system,1
Terra Pure Green Tea Organic shampoo,1
Terra Pure Green Tea Organic  conditioner,1
Emeril Lagasse stainless steel single oven,1
"59\"" HDTV",1
Costco brands conditioner,1
C.O. Bigelow body soap,1
Counter-top CD Player with AM/FM Stereo Radio sound system,1
Hotpoint electric stove,1
Conservator refrigerator,1
Salon select conditioner,1
Salon select shampoo,1
A nice brand conditioner,1
A nice brand body soap,1
"70\"" TV with premium cable",1
EO Essential Oils shampoo,1
EO Essential Oils conditioner,1
EO Essential Oils body soap,1
Premier  gas stove,1
Head and Shoulders  conditioner,1
The Elephant Tree Marula Soul with Marula Oil.  body soap,1
"37\"" HDTV with standard cable",1
Tresem\u00e9 conditioner,1
Fast wifi \u2013 275 Mbps,1
Thermardor stove,1
Ice maker and filtered water.  refrigerator,1
Fast wifi \u2013 124 Mbps,1
Avanti GRO20P0W stainless steel gas stove,1
Large Alexa Echo Bluetooth sound system,1
Garnier Fructis Pure Clean Fortifying Shampoo shampoo,1
X shampoo,1
"82\"" HDTV with Fire TV",1
Method Body  body soap,1
Shea Moisture Plant Based Fair Trade/Sulfate Free shampoo,1
Softspa body soap,1
DOVE,1
DOVE Body Wash body soap,1
Blodgett electric stove,1
C.O. Bigelow shampoo,1
Viking oven  stainless steel oven,1
Target  shampoo,1
The one that smells good body soap,1
Mini refrigerator. refrigerator,1
Array of conditioners conditioner,1
"70\"" TV with Amazon Prime Video",1
Alexa and Sonos Bluetooth sound system,1
Whrilpool refrigerator,1
Whrilpool stainless steel gas stove,1
Premier stove,1
Bose Solo sound system with Bluetooth and aux,1
Premier stainless steel oven,1
"29\"" TV with Amazon Prime Video",1
Undercounter (small) refrigerator,1
Kitchenaid double convection oven stainless steel oven,1
Anthem MRX50,1
Marantz,1
Sonus Faber sound system,1
N/A shampoo,1
Hotel brand body soap,1
Hotel brand shampoo,1
Hotel brand conditioner,1
Heads Shoulders shampoo,1
Acure body soap,1
Shea Moisture Plant Based Fair Trade/Sulfate Free conditioner,1
Bose sound bar Bluetooth sound system,1
Herbal essence  conditioner,1
Amana  stainless steel double oven,1
AMANA gas stove,1
Kirkland body wash body soap,1
Every day Shae Lavender conditioner,1
Small Speaker sound system with Bluetooth and aux,1
Dove deep moisture  body soap,1
Pantene advanced care conditioner,1
Pantene advanced care shampoo,1
Arbonne body soap,1
Equipped with filtered drinking water and filtered hot water maker. refrigerator,1
French door with ice maker and water dispenser. Pull out bottom drawer with adjustable temperature for drinks,1
fish and meat.  refrigerator,1
Gas  stainless steel stove,1
Sonos (Connection via wifi only) sound system,1
Whirlpool,1
stainless steel gas stove,1
Biosilk conditioner,1
AMANA refrigerator,1
FRIDGIDARE stainless steel oven,1
Different types  body soap,1
Water filter and ice maker refrigerator,1
Kitchen Aide refrigerator,1
Dr. Bronners  body soap,1
AMANA  gas stove,1
Blue tooth device pairs with iPhone or other device Bluetooth sound system,1
Amana- gas oven ; all BUTTONS on stove are to be PUSHED NEVER  PULLED oven,1
HOTPOINT refrigerator,1
"48\"" TV with standard cable",1
Herbal Essence and TRESemme shampoo,1
Alexa Music sound system,1
Shea Butter & Argan Oil Body Wash body soap,1
Whirlpool Stove oven,1
\u5c0f\u51b0\u7bb1 refrigerator,1
Apple sound system with Bluetooth and aux,1
Under Counter refrigerator,1
Head&shoulders shampoo,1
Cable Music Streaming Available  sound system,1
Bose (Aux) and Yamaha Surround Sound (bluetooth) sound system with Bluetooth and aux,1
Pyre Bluetooth speakers  Bluetooth sound system,1
Massage bar soap body soap,1
LG Sound bar (LAS551H(D6) sound system with Bluetooth and aux,1
Fast wifi \u2013 326 Mbps,1
Kenmore Coldspot refrigerator,1
Forno stainless steel gas stove,1
Vanguard refrigerator,1
Vanguard stainless steel oven,1
Vanguard gas stove,1
Australian Goat Milk or Caress or Dove body soap,1
"60\"" TV with Disney+",1
Tressame  shampoo,1
Tressame  conditioner,1
Fridge refrigerator,1
Shampoo  shampoo,1
Fast wifi \u2013 539 Mbps,1
Custom Design stainless steel gas stove,1
"100\"" TV with Apple TV",1
